TransactionID,Date,Amount,Status,BranchID,BranchName,BranchCity,TransactionType,FailureReason
TXN26477,2025-05-07,5942,FAILED,HIN2,Hinjewadi,Pune,DEBIT CARD,Invalid Account Number
TXN11843,2025-05-05,4403,FAILED,T N9,T Nagar,Chennai,CASH,Exceeded Limit
TXN33591,2025-05-06,2406,FAILED,ADY4,Adyar,Chennai,DEBIT CARD,Account Blocked
TXN37247,2025-05-05,7303,FAILED,HAD8,Hadapsar,Pune,DEBIT CARD,Invalid Account Number
TXN20007,2025-05-05,5133,FAILED,KOT6,Kothrud,Pune,CASH,Exceeded Limit
TXN36198,2025-05-01,249,FAILED,HAD9,Hadapsar,Pune,DEBIT CARD,Exceeded Limit
TXN83648,2025-05-06,667,FAILED,T N1,T Nagar,Chennai,NEFT,Insufficient Funds
TXN69550,2025-05-02,7924,FAILED,KOT4,Kothrud,Pune,CREDIT CARD,Insufficient Funds
TXN62411,2025-05-06,7259,FAILED,SHI6,Shivaji Nagar,Pune,NEFT,Invalid Account Number
TXN29385,2025-05-02,2417,FAILED,SHI4,Shivaji Nagar,Pune,DEBIT CARD,Network Timeout
TXN30469,2025-05-05,627,FAILED,T N8,T Nagar,Chennai,DEBIT CARD,Exceeded Limit
TXN79109,2025-05-01,3050,FAILED,BTM4,BTM,Bangalore,CREDIT CARD,Exceeded Limit
TXN24353,2025-05-01,140,FAILED,HAD5,Hadapsar,Pune,CASH,Exceeded Limit
TXN43317,2025-05-07,8537,FAILED,KOT6,Kothrud,Pune,DEBIT CARD,Exceeded Limit
TXN87371,2025-05-07,8430,FAILED,BTM6,BTM,Bangalore,DEBIT CARD,Network Timeout
TXN87552,2025-05-07,8671,FAILED,KOT2,Kothrud,Pune,CREDIT CARD,Invalid Account Number
TXN54365,2025-05-05,7205,FAILED,HIN9,Hinjewadi,Pune,CASH,Account Blocked
TXN76739,2025-05-01,983,FAILED,ADY2,Adyar,Chennai,CREDIT CARD,Exceeded Limit
TXN23557,2025-05-03,2019,FAILED,ADY8,Adyar,Chennai,CREDIT CARD,Insufficient Funds
TXN26628,2025-05-06,3706,FAILED,ADY9,Adyar,Chennai,CASH,Invalid Account Number
TXN73500,2025-05-04,2245,FAILED,ADY3,Adyar,Chennai,NEFT,Insufficient Funds
TXN41829,2025-05-01,7873,FAILED,HAD9,Hadapsar,Pune,CREDIT CARD,Account Blocked
TXN48048,2025-05-05,8153,FAILED,HAD5,Hadapsar,Pune,CASH,Network Timeout
TXN52955,2025-05-01,6740,FAILED,ADY6,Adyar,Chennai,CASH,Insufficient Funds
TXN94421,2025-05-03,190,FAILED,BTM8,BTM,Bangalore,CASH,Network Timeout
TXN79136,2025-05-01,7255,FAILED,T N7,T Nagar,Chennai,CASH,Insufficient Funds
TXN92600,2025-05-04,3484,FAILED,ADY6,Adyar,Chennai,CREDIT CARD,Account Blocked
TXN66134,2025-05-03,7709,FAILED,KOT2,Kothrud,Pune,NEFT,Insufficient Funds
TXN60120,2025-05-02,664,FAILED,HIN3,Hinjewadi,Pune,CASH,Account Blocked
TXN81644,2025-05-06,7335,FAILED,T N7,T Nagar,Chennai,DEBIT CARD,Insufficient Funds
TXN32528,2025-05-05,2916,FAILED,ADY8,Adyar,Chennai,CASH,Invalid Account Number
TXN41948,2025-05-03,3656,FAILED,T N8,T Nagar,Chennai,CREDIT CARD,Exceeded Limit
TXN64029,2025-05-02,1357,FAILED,T N2,T Nagar,Chennai,CASH,Account Blocked
TXN39563,2025-05-07,8409,FAILED,HIN1,Hinjewadi,Pune,NEFT,Insufficient Funds
TXN35938,2025-05-04,8631,FAILED,HIN6,Hinjewadi,Pune,DEBIT CARD,Account Blocked
TXN36679,2025-05-01,3642,FAILED,T N9,T Nagar,Chennai,CASH,Invalid Account Number
TXN63422,2025-05-05,2894,FAILED,T N5,T Nagar,Chennai,DEBIT CARD,Network Timeout
